Chapter,Question,Question: description,Individual Indicator Score,Source Legislation,Impact,Timeframe for Indicator,References,"References, 2","References, 3","References, 4",Overall Pillar Score
6,6.5,Not in an agreement with binding commitments on data transfer.,0,"Comprehensive and Progressive Agreement for Trans-Pacific Partnership;
 
Singapore-Australia Free Trade Agreement;

Korea-Singapore Digital Partnership Agreement (KSDPA);

Digital Economy Partnership Agreement (DEPA);

Pacific Alliance-Singapore Free Trade Agreement (PASFTA);

ASEAN Australia New Zealand Free Trade Agreement (AANZFTA);

Regional Comprehensive Economic Partnership (RCEP);

Free Trade Agreement between the Democratic Socialist Republic of Sri Lanka and the Republic of Singapore;

Digital Economy Agreement between the United Kingdom of Great Britain and Northern Ireland and the Republic of Singapore","Singapore has joined agreements with binding commitments to open transfers of data across borders: the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP, Art. 14.11), Singapore-Australia Free Trade Agreement (SAFTA, Ch. 14 Art. 13), Free Trade Agreement between the Democratic Socialist Republic of Sri Lanka and the Republic of Singapore (Art. 9.9) and the Digital Economy Agreement between the United Kingdom of Great Britain and Northern Ireland and the Republic of Singapore [Article 8.61-f(2)],Korea-Singapore Digital Partnership Agreement (KSDPA), Digital Economy Partnership Agreement (DEPA), Pacific Alliance-Singapore Free Trade Agreement (PASFTA), ASEAN Australia New Zealand Free Trade Agreement (AANZFTA), and Regional Comprehensive Economic Partnership (RCEP).","Since 2018;

Since 2017;

Since 2023;

Since 2024;

Since 2025;

Since 2010;

Since 2022;

Since 2018;

Since 2022;",https://www.dfat.gov.au/trade/agreements/in-force/cptpp/comprehensive-and-progressive-agreement-for-trans-pacific-partnership,https://www.dfat.gov.au/trade/agreements/in-force/safta/singapore-australia-fta,"https://www.enterprisesg.gov.sg/grow-your-business/go-global/international-agreements/free-trade-agreements/find-an-fta/slsfta#:~:text=The%20Sri%20Lanka%2DSingapore%20Free,operating%20environment%20for%20service%20suppliers.",https://www.mti.gov.sg/Trade/Digital-Economy-Agreements/UKSDEA,
7,7.1,Lack of comprehensive legal framework for data protection,0,"Personal Data Protection Act 2012;

Personal Data Protection (Amendment) Act 2020","The Personal Data Protection Act 2012 (PDPA) provides a baseline standard of protection for personal data in Singapore. It complements sector-specific legislative and regulatory frameworks such as the Banking Act and Insurance Act, Healthcare Services Act, Telecommunications Act, etc. The PDPA comprises various requirements governing the collection, use, disclosure and care of personal data in Singapore. Personal Data Protection Commission (PDPC) administers and enforces the PDPA.

Moreover, the PDPA amendment in 2021 introduces a number of key reforms, including mandatory data breach notification requirements, amendments to the consent obligation, offences for egregious mishandling of personal data, prohibitions relating to the use of dictionary attacks and address-harvesting software, and the PDPC's power to accept voluntary undertakings as part of its enforcement regime.","Since 2012 last amended on 1 February 2021;

Since February 2021","https://sso.agc.gov.sg/Act/PDPA2012;

https://www.pdpc.gov.sg/Overview-of-PDPA/The-Legislation/Personal-Data-Protection-Act",https://sso.agc.gov.sg/Acts-Supp/40-2020/,,,0.375
7,7.1,Lack of comprehensive legal framework for data protection,0,Banking Act 1970,"Under Section 47 of the Banking Act 1970 (s47 BA), banks and their officers are responsible for safeguarding the confidentiality of customer information. A bank or any of its officers may not disclose customer information to any other person, except where specified under the Third Schedule, e.g. where the bank has obtained written consent from the customer to disclose the information. 
Section 47 BA also stipulates penalties for breaching these confidentiality requirements.","Since 1970, last amended in 2022",https://sso.agc.gov.sg/act/ba1970,,,,
7,7.2,"Minimum period of data retention requirements
Exception: Not score requirement applied to government data.",0,"Personal Data Protection Act 2012;

Personal Data Protection (Amendment) Act 2020","Section 25 of the PDPA requires an organisation to cease retaining its documents containing personal data, or remove the means by which the personal data can be associated with particular individuals, as soon as it is reasonable to assume that the purpose for which that personal data was collected is no longer being served by retention of the personal data, and retention is no longer necessary for legal or business purposes. This obligation to cease the retention of personal data is referred to in these Guidelines as the Retention Limitation Obligation.","Since 2012 last amended on 1 February 2021;

Since February 2021","https://sso.agc.gov.sg/Act/PDPA2012;

https://www.pdpc.gov.sg/Overview-of-PDPA/The-Legislation/Personal-Data-Protection-Act;

https://www.pdpc.gov.sg/overview-of-pdpa/the-legislation/personal-data-protection-act/data-protection-obligations;

https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Advisory-Guidelines/the-retention-limitation-obligation---ch-18-(270717).pdf",https://sso.agc.gov.sg/Acts-Supp/40-2020/,,,
7,7.2,"Minimum period of data retention requirements
Exception: Not score requirement applied to government data.",1,"Telecommunications Act 1999;

Licence to Provide Facilities-based Operations Granted by the Info-Communications Media Development Authority to Singapore Telecommunications Limited under Section 5 of the Telecommunications Act (Chapter 323);

Specific Terms and Conditions for IP Telephony Services ","The telecom licensee shall maintain the following data records for 12 calendar months, which shall be made available for inspection by authorised Singapore government agencies: assigned source IP address and date and time stamps; and assigned user ID/user name (e.g., subscriber records). ","Since December 1999 last amened in December 2021;

Since April 1992;

Last reviewed in September 2024",https://sso.agc.gov.sg/Act/TA1999#pr3-,https://www.imda.gov.sg/regulations-and-licences/licensing/list-of-telecommunication-and-postal-service-licensees/-/media/Imda/Files/Regulation-Licensing-and-Consultations/Licensing/Licensees/FBO/SingTelLtd.pdf,https://www.imda.gov.sg/~/media/imda/files/inner/pcdg/consultations/20040921_propoiptelephony/tcsforiptelephony240605.pdf, ,
7,7.2,"Minimum period of data retention requirements
Exception: Not score requirement applied to government data.",1,Companies Act 1967,"According to Section 199, every company must retain accounting for a period of 5 years from the end of the financial year in which the transactions or operations to which those records relate are completed. This data shall be kept at the registered office of the company or other places in Singapore specified by the director. This provision is to ensure that the company will have sufficient data to enable them to properly audited and true financial statements.

Specifically, accounting records under this Act refers to records in relation to a corporation, includes such working papers and other documents as are necessary to explain the methods and calculations by which accounts of the corporation are made up (Section 4). ",Since July 2014 last amended in 2021,https://sso.agc.gov.sg/Act/CoA1967,, , ,
7,7.2,"Minimum period of data retention requirements
Exception: Not score requirement applied to government data.",1,Income Tax Act 1947,Section 67: Businesses are required to keep records and accounts for a period of 5 years from the Year of Assessment to which any income relates.,"Since 1948, last amended in October 2023",https://sso.agc.gov.sg/Act/ITA1947, , , ,
7,7.2,"Minimum period of data retention requirements
Exception: Not score requirement applied to government data.",1,Employment Act 1968,Section 95: (For current employees) Employers must keep detailed employment records for latest two years. (For ex-employees) Records must be kept for one year after the employee leaves employment.,"Since 1968, last amended in April 2019",https://sso.agc.gov.sg/Act/EmA1968, , , ,
7,7.3,Data Protection Impact Assessment (DPIA) or Data Protection Officer (DPO) requirements,1,"Personal Data Protection Act 2012;

Guide to Data Protection Impact Assessments;

Advisory Guidelines on The PDPA for Children's Personal Data in The Digital Environment","Under Section 11(3), each organisation is required to appoint one or more data protection officers to be responsible to ensure the organisation’s compliance with the Personal Data Protection Act. Moreover, data protection impact assessment (“DPIA”) guides has been implemented. 

Organisations are also advised to conduct data protection impact assessments before releasing products or services that are likely to be accessed by children in order to meet their Accountability Obligation under the PDPA.","Since July 2012 last amended on 1 February 2021;

November 2017 last amended September 2021;

Since 28 March 2024",https://sso.agc.gov.sg/Act/PDPA2012,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Other-Guides/DPIA/Guide-to-Data-Protection-Impact-Assessments-14-Sep-2021.pdf,https://www.pdpc.gov.sg/-/media/files/pdpc/pdf-files/advisory-guidelines/advisory-guidelines-on-the-pdpa-for-children's-personal-data-in-the-digital-environment_mar24.pdf, ,
7,7.4,Requirements to allow government access to personal data,1,Criminal Procedure Code 2010,"Under the Criminal Procedure Code, (section 39 and 40) police officers have the power to access computers and the power to access decrypted information. Moreover, (section 20) empowers the police to order the ""production of any document or other thing"" for the purposes of criminal investigations. Any person who obstructs the lawful exercise by a police officer or an authorised person shall be guilty of an offence and shall be liable on conviction to a fine not exceeding $10,000 or to imprisonment for a term not exceeding 3 years or to both. ",Since January 2011 last amended in2024,https://sso.agc.gov.sg/Act/CPC2010,,, ,
8,8.1,Lack of safe harbour for copyright infringements,0,Copyright Act 2021,"The Part 6 Division 2 of Copyright Act 2021 creates a “safe-harbour + notice-and-takedown” regime for network service providers (NSPs) and network connection providers (NCPs) in Singapore. The purposes are to Shield providers from monetary liability (damages, profits, statutory damages) when their networks are used for copyright infringement, provided they meet the statutory conditions, and
limit available court remedies to narrowly defined, non-monetary orders—mainly disabling access, removing or restoring content, or terminating specific accounts.

Four protected technical activities include Transmission, routing or providing connections (§316), System caching (§317), Storage at a user’s direction (§318), Referring or linking via search engines, hyperlinks, etc. (§319)
For each activity, the statute lists precise conditions (automatic processes, no editorial control, no direct financial benefit from infringement, expeditious compliance with takedown notices, designation of a notice agent, etc.).

Providers who act in good faith to remove or disable access are immunised from liability, even if the content is later found non-infringing.
Affected users may file a “restoration notice”; the provider must restore the material unless the rights owner commences court action within 10 working days.
There is no obligation to monitor networks proactively.
Safe-harbour eligibility is rebuttably presumed if prescribed evidence is produced.
Making a false statement in any notice is an offence (up to S$10,000 or 2 years’ imprisonment) and exposes the sender to damages.
Overall, the Division codifies a balanced framework: providers that play a passive, technical role obtain strong liability protection, while rights owners retain a quick, low-cost mechanism to address apparent infringements.",Since 2021,https://sso.agc.gov.sg/Act-Rev/CA1987/Published/20060131?DocDate=20060131&ProvIds=P1IXA-#pr193A-,,, ,0.375
8,8.2,Export restrictions on ICTgoods and online services,0,"Electronic Transactions Act 2010;

Personal Data Protection Act 2012",Section 26 in Part 6 of the Electronic Transactions Act provides that a “network service provider” shall not be subject to any civil or criminal liability in respect of “third-party material” in the form of electronic records to which it “merely” “provides access. This exemption of liability is also extended to cover liabilities in respect of data protection obligations with respect to third party material under the Personal Data Protection Act 2012.,"Since July 2010 last amended in December 2021;

Since 2012 last amended on 1 February 2021",https://sso.agc.gov.sg/Act/ETA2010,https://sso.agc.gov.sg/Act/PDPA2012?ProvIds=P16A-#pr26E-,, ,
8,8.2,Export restrictions on ICTgoods and online services,0,Protection from Online Falsehoods and Manipulation Act 2019 ,"In both intent and practice, the Protection from Online Falsehoods and Manipulation Act (POFMA) relies primarily on Correction Directions to dispel falsehoods. Correction Directions require facts to be juxtaposed against falsehoods, which are not subject to removal or restricted access. Members of the public can read both the facts and the falsehoods and make up their own minds. Access blocking measures under POFMA are only intended to be used against the most egregious of cases (e.g. malicious deepfakes). As of 31 May 2025, no Disabling Direction under POFMA has been issued. Section 28(4) of POFMA does not impose liability on internet intermediaries. Rather, it provides a safe harbour for internet access service providers in relation to access blocking orders. The safe harbour provisions for internet intermediaries should also include Sections 15(3), 16(4), 27(4), 33(5), 34(6), 39(2), 42(3), 43(4), 51(2) and 54(5) of POFMA. ",Since October 2019,https://sso.agc.gov.sg/Act/POFMA2019?ProvIds=P14-#pr20-,,,,
8,8.3,User identify requirements,0.5,Regulatory Controls on Prepaid SIM Cards ,"Singapore imposes an identity requirement for SIM registration. Anyone wanting to purchase a SIM card has to provide their national ID card, or a passport in case of foreigners, to activate a new prepaid SIM card. In addition, SIM cards cannot be activated without biometric identification.",Since 2005,"https://www.imda.gov.sg/resources/press-releases-factsheets-and-speeches/press-releases/2022/full-sms-sender-id-registration-to-be-required-by-january-2023;

https://www.singtel.com/personal/products-services/mobile/prepaid-plans/registeryoursim", ,, ,
8,8.4,Monitoring requirements,0,Online Safety (Miscellaneous Amendments) Act 2022,"Under the Online Safety (Miscellaneous Amendments) Act (since November 2022, into effect in February 2023), if the person provides an online communication service and the person provides internet access service with a Singapore end-user link resonably know that the content is ""egregious content"" and fail to disable access will be subject to fine or outright blocking in Singapore (Sections 45E, 45F, and 45I).

In other words, OCSs and providers of an internet access service (under s45F) have to comply with any direction issued by the Authority under s45H (to disable access to content/stop communication) or s45I (to block access to the OCS) respectively to avoid criminal liability, and they are not required to monitor content under those sections.  And Section 45I  provides the Authority the power to direct the provider of the internet access service to stop access by Singapore end-users to the online communication service.",Since February 2023,https://sso.agc.gov.sg/Acts-Supp/38-2022/Published/20221221?DocDate=20221221, ,, ,
8,8.4,Monitoring requirements,1,"Online Criminal Harms Act 2023;

Code of Practice for Online Communication Services;

Code of Practice for E-Commerce Services ","Under the Online Criminal Harms Act, the Competent Authority can issue Codes of Practice to require providers of designated online services to put in place appropriate systems, processes or measures to proactively disrupt scams and malicious cyber activities affecting people in Singapore. 

Under the Code of Practice for Online Communication Services, designated online services must implement appropriate systems, processes or measures to disrupt malicious accounts and activities quickly and prevent the propagation of malicious activities on their services. For instance, designated online services are required to proactively detect and take necessary action(s) against suspected scams and malicious cyber activities.  

Under the Code of Practice for E-Commerce Services, designated online services are required to implement the systems, processes and measures in the Code of Practice for Online Communication Services, and additional requirements including the verification of users against Government-issued records. ","Since February 2024;

Since July 2023;

Since June 2024","https://sso.agc.gov.sg/Act/OCHA2023;

https://www.police.gov.sg/Advisories/Online-Criminal-Harms-Act/Introduction-to-OCHA",https://www.imda.gov.sg/-/media/imda/files/regulations-and-licensing/regulations/codes-of-practice/codes-of-practice-media/code-of-practice-for-online-safety.pdf,https://www.police.gov.sg/Advisories/Online-Criminal-Harms-Act/Codes-of-Practice,,
8,8.4,Monitoring requirements,1,"Broadcasting Act 1994;

Code of Practice for Online Safety – Social Media Services 2023","The Code of Practice for Online Safety – Social Media Services, enacted under the Broadcasting Act aims to enhance online user safety, particularly for children, and curb the spread of harmful content on designated Social Media Services (“Services”). According to the Code, designated Services shall (a) put in place systems and processes to minimise end-users’ exposure to harmful content, (b) empower end-users with safety tools and effective mechanisms to report harmful content, and (c) be accountable to Singapore end-users by submitting annual online safety reports with information on their safety measures, supported by suitable data that reflects the impact of their safety efforts in Singapore. For instance, designated Services shall use technologies and processes to proactively detect and swiftly remove child sexual exploitation and abuse material and terrorism content (Clause 15). Designated Services are also required to take reasonable and proportionate steps to proactively detect and swiftly remove preparatory child sexual exploitation and abuse activity and terrorism activity (Clause 16). In addition, all end-users, including children, should be protected from harmful content, such as sexual content, violent content, suicide and self-harm content, and cyberbullying content.”","Since December 1994 amended in June 2020;


Since July 2023",https://sso.agc.gov.sg/Act/BA1994,https://www.imda.gov.sg/-/media/imda/files/regulations-and-licensing/regulations/codes-of-practice/codes-of-practice-media/code-of-practice-for-online-safety.pdf, , ,
8,8.4,Monitoring requirements,1,"Broadcasting Act 1994;

Internet Code of Practice","
The Internet Code of Practice (“Code”) enacted under the Broadcasting Act outlines the content standards for Internet content. According to the Code, all Internet Service Providers (ISPs) and Internet Content Providers (ICPs) licensed under the Broadcasting Act, specifically the Broadcasting (Class Licence) Notification, shall use his best efforts to ensure that prohibited material is not broadcast via the Internet to users in Singapore (Clause 2). Specifically, the prohibited material is material that is objectionable on the grounds of public interest, public morality, public order, public security, national harmony, or is otherwise prohibited by applicable Singapore laws. In considering what is prohibited material, the following factors should be taken into account, for example, whether the material depicts nudity or genitalia in a manner calculated to titillate, whether the material promotes sexual violence or sexual activity involving coercion or non-consent of any kind and others, etc. (Clause 4).","Since December 1994 amended in 2023;


Last reviewed in September 2024",https://sso.agc.gov.sg/Act/BA1994,https://www.imda.gov.sg/-/media/imda/files/regulations-and-licensing/regulations/codes-of-practice/codes-of-practice-media/policiesandcontentguidelinesinternetinternecodeofpractice.pdf, , ,
